9E-ABE	0	220	28.016666666666666
9E-ALB	0	101	26.544368600682596
9E-ALO	0	83	24.945422535211268
9E-ATL	9	300	29.65467816854678
9E-ATW	0	191	27.141862170087975
9E-AUS	0	104	24.830795262267344
9E-AVL	0	168	26.95925925925926
9E-AVP	0	107	28.39558089807555
9E-AZO	0	152	26.15218434949592
9E-BDL	0	132	27.66311300639659
9E-BGM	0	157	25.590556730091613
9E-BGR	0	209	29.328535669586984
9E-BHM	0	161	26.61770761839396
9E-BIL	12	101	27.975
9E-BIS	0	93	21.578871201157742
9E-BJI	0	99	20.079601990049753
9E-BNA	0	158	27.59889158295809
9E-BOS	0	187	31.727518593644355
9E-BTR	0	62	18.915869980879542
9E-BTV	0	163	30.559055118110237
9E-BUF	0	110	27.73985680190931
9E-BWI	0	150	27.28688524590164
9E-BZN	0	85	36.1875
9E-CAE	0	100	23.939841498559076
9E-CAK	0	138	28.01377551020408
9E-CHA	0	77	20.566536203522507
9E-CHS	0	122	26.18038293584145
9E-CID	0	109	27.071474154435226
9E-CLE	0	154	29.47004132231405
9E-CLT	0	314	27.271763146266018
9E-CMH	0	165	24.366042154566745
9E-CMX	0	72	24.158163265306122
9E-COS	14	83	27.785714285714285
9E-CPR	0	109	28.745726495726494
9E-CRW	13	134	25.90776699029126
9E-CVG	0	190	29.143035213462138
9E-CWA	0	123	24.795454545454547
9E-DAY	0	157	27.374205508474578
9E-DCA	0	255	25.272577996715928
9E-DEN	0	100	29.39391304347826
9E-DFW	0	112	26.655362053162236
9E-DLH	0	142	27.914392723381486
9E-DSM	0	139	25.13588704040263
9E-DTW	0	193	26.948939797758094
9E-EAU	0	52	21.541666666666668
9E-ELM	0	134	25.34647550776583
9E-ERI	0	156	24.66216824111561
9E-EVV	0	139	23.6146679407549
9E-EWR	18	113	45.03260869565217
9E-FAR	0	170	22.991519895629484
9E-FCA	0	139	33.01953125
9E-FLL	0	140	31.089225589225588
9E-FNT	0	116	23.586657946370178
9E-FSD	0	90	23.727410782080486
9E-FSM	0	131	19.4739652870494
9E-FWA	0	140	27.205587392550143
9E-GFK	0	98	20.85123966942149
9E-GLH	15	23	19.0
9E-GPT	0	122	18.86615276804485
9E-GRB	0	117	24.986727922409393
9E-GRR	0	241	26.555555555555557
9E-GSO	0	167	27.52241112828439
9E-GSP	0	127	23.786291157589563
9E-GTF	0	111	25.11453744493392
9E-HLN	0	91	28.203193033381712
9E-HOU	12	138	27.39032258064516
9E-HPN	0	263	31.65956340956341
9E-HSV	0	132	23.26266416510319
9E-IAD	0	163	33.559633027522935
9E-IAH	0	282	28.936179577464788
9E-ICT	0	135	23.699552749276506
9E-IDA	0	101	27.734214390602055
9E-IND	0	168	25.93886781441494
9E-INL	0	104	19.15916955017301
9E-ITH	14	97	34.0
9E-JAN	0	156	23.760671991187
9E-JAX	0	211	22.217174515235456
9E-LAN	0	96	27.067301587301586
9E-LEX	0	176	25.415207877461707
9E-LGA	0	281	38.63069228744406
9E-LIT	0	117	28.003591954022987
9E-LNK	0	129	23.020922491678554
9E-LSE	0	119	21.164983164983166
9E-MBS	0	133	24.833898305084745
9E-MCI	0	213	25.80130548302872
9E-MCO	23	23	23.0
9E-MDT	0	122	29.533903133903134
9E-MDW	16	91	29.296875
9E-MEM	0	230	24.946629743847947
9E-MGM	0	98	20.404125644631975
9E-MHT	0	79	28.11038961038961
9E-MIA	20	35	24.764705882352942
9E-MKE	15	149	27.887096774193548
9E-MLI	0	183	24.58290564547967
9E-MOB	0	160	18.896884598508116
9E-MSN	0	151	25.599818511796734
9E-MSO	25	33	29.0
9E-MSP	0	222	26.579411052543353
9E-MSY	17	51	28.6
9E-MYR	0	73	27.225609756097562
9E-OKC	0	184	26.55097365406644
9E-OMA	0	140	25.543478260869566
9E-ORD	19	93	37.94444444444444
9E-ORF	0	155	28.528322440087145
9E-PFN	0	110	18.660185185185185
9E-PHL	0	220	36.63055062166963
9E-PIA	0	102	29.40554962646745
9E-PIR	14	30	19.666666666666668
9E-PIT	0	218	27.86219144024152
9E-PLN	0	108	25.515151515151516
9E-PNS	0	92	19.1606648199446
9E-PWM	0	129	28.438287153652393
9E-RAP	0	73	24.184410646387832
9E-RDU	0	101	23.136377661215676
9E-RHI	0	91	17.91860465116279
9E-RIC	0	176	26.058319039451113
9E-ROA	0	152	27.955704697986576
9E-ROC	0	145	30.26236559139785
9E-RST	0	140	23.989096573208723
9E-RSW	0	61	26.258503401360546
9E-SAT	12	94	27.00968992248062
9E-SAV	0	112	27.16734693877551
9E-SBN	0	171	27.471339309970116
9E-SCE	0	109	27.090584028605484
9E-SDF	0	120	23.77316443818907
9E-SGF	0	116	22.837475007140817
9E-SHV	0	85	20.24248851184164
9E-SLC	0	83	34.68571428571428
9E-SRQ	14	41	24.65625
9E-STL	0	190	26.469483568075116
9E-STX	20	61	32.65217391304348
9E-SUX	0	210	21.567441860465117
9E-SWF	0	122	30.350210970464136
9E-SYR	15	56	36.20754716981132
9E-TLH	0	93	18.59498787388844
9E-TPA	17	35	25.625
9E-TRI	8	89	20.558139534883722
9E-TUL	0	181	27.26735833998404
9E-TVC	0	148	28.818804483188046
9E-TYS	0	198	24.77156454491374
9E-XNA	0	168	26.215268225584595
AA-ABQ	0	619	23.434719919256
AA-ALB	0	1015	25.517688091679123
AA-AMA	0	148	21.842201834862387
AA-ANC	0	73	22.353323699421967
AA-ATL	0	1087	29.42449296342173
AA-AUS	0	1380	21.57450324713052
AA-BDL	0	980	24.5143104343312
AA-BHM	0	896	23.293888588426178
